1 3.995 -1.087921 8.885178 -2.069672 1.954315 1.749329
1 3.655 -0.841461 8.846893 -0.071121 0.133255 0.023010
1 3.614 -0.767288 8.746399 -0.047897 0.162567 0.071869
1 3.681 -0.915634 8.674606 -0.089447 0.134476 0.058426
1 3.698 -1.001785 8.734436 -0.122437 0.095383 0.025452
1 3.770 -1.042450 8.765533 -0.112656 0.066071 -0.003860
1 3.801 -1.111847 8.803833 -0.067459 0.048950 -0.038071
1 3.748 -0.965881 8.897141 -0.036926 0.042847 -0.042953
1 3.767 -1.066391 8.949783 -0.025940 0.030624 -0.019745
1 3.815 -1.047241 8.968933 -0.038132 0.012299 -0.003860
1 3.906 -1.121414 8.945007 -0.039368 -0.003586 -0.007538
1 3.715 -0.874954 8.909103 -0.013718 -0.002350 -0.011185
1 3.767 -1.023315 8.901932 0.020493 0.015976 -0.005096
1 3.734 -0.987427 8.916290 -0.007614 0.007416 -0.005096
1 3.695 -0.855820 8.918686 0.004608 0.011093 -0.020981
1 3.734 -0.891708 8.887573 0.020493 0.011093 -0.036850
1 3.808 -1.044846 8.868439 0.003387 0.003769 -0.050293
1 3.715 -0.874954 8.901932 -0.030823 -0.010910 -0.033188
1 3.727 -0.996994 8.825363 -0.027145 0.000092 -0.001419
1 3.734 -0.970673 8.866043 -0.038132 0.001312 0.003464
1 3.760 -0.874954 8.921066 -0.034485 -0.007233 -0.013641
1 3.825 -0.908463 8.911499 -0.014938 0.000092 -0.035629
1 3.724 -0.822311 8.858856 -0.018616 0.002533 -0.058838
1 3.712 -0.764893 8.782288 -0.022263 0.015976 -0.063721
1 3.715 -0.872559 8.811005 -0.027145 0.029419 -0.078384
1 3.774 -1.032883 8.808609 -0.035690 0.048950 -0.102829
1 3.547 -0.977844 8.834930 -0.045456 0.062393 -0.108932
1 4.291 -1.166885 8.648285 -0.034485 0.095383 -0.137039
1 3.739 -1.599991 8.521469 -0.163971 0.080719 -0.193222
1 3.621 -1.059204 8.554977 -0.294708 0.009857 0.007141
1 3.724 -0.877350 8.600433 -0.177414 0.023300 0.086517
1 3.597 -0.779251 8.593262 -0.067459 0.069733 -0.003860
1 3.705 -0.968277 8.440109 -0.138321 0.030624 -0.017303
1 3.719 -0.894104 8.375504 -0.237289 -0.030426 -0.036850
1 3.535 -0.403580 8.401825 -0.211609 -0.049988 -0.061279
1 3.746 -0.571075 8.432938 -0.146866 -0.037781 -0.082062
1 3.832 -0.764893 8.523865 -0.232376 -0.093964 -0.129700
1 3.975 -0.862991 8.578903 -0.324020 -0.144058 -0.177338
1 3.930 -0.996994 8.667435 -0.348450 -0.155045 -0.216431
1 4.325 -1.542557 8.959366 -0.357010 -0.142838 -0.250641
1 4.064 -1.190811 9.076614 -0.316681 -0.135498 -0.286087
1 4.042 -1.152527 9.090958 -0.242172 -0.081757 -0.287308
1 4.040 -1.226700 9.122070 -0.278824 -0.065872 -0.288528
1 4.289 -2.411148 8.990463 -0.430298 -0.078079 -0.281204
1 4.191 -2.351334 9.150787 -0.510956 -0.102524 -0.292191
1 3.731 -1.360703 9.268036 -0.276382 -0.030426 -0.292191
1 3.760 -1.798584 9.150787 -0.022263 0.080719 -0.246994
1 3.877 -2.183838 9.052673 -0.150528 0.029419 -0.210342
1 3.839 -2.023514 9.026352 -0.273941 -0.016998 -0.162689
1 3.806 -1.887115 9.019180 -0.196960 0.020859 -0.110153
1 3.832 -2.080948 8.933044 -0.124878 0.050186 -0.083282
1 3.772 -1.836868 8.901932 -0.118774 0.050186 -0.077164
1 3.808 -1.923019 8.789474 -0.090668 0.070953 -0.053955
1 3.856 -2.059402 8.763153 -0.099228 0.080719 -0.030746
1 3.918 -2.001984 8.732040 -0.104111 0.089279 -0.009979
1 3.908 -1.803375 8.748795 -0.065018 0.103943 0.003464
1 3.951 -1.817734 8.672226 -0.041809 0.113708 0.013229
1 3.978 -1.925415 8.566940 -0.084564 0.100266 0.023010
1 3.868 -1.647842 8.569336 -0.126099 0.089279 0.030334
1 3.822 -1.513840 8.514297 -0.097992 0.102707 0.038879
1 3.935 -2.083328 8.509506 -0.115112 0.086838 0.041336
1 4.045 -2.068970 8.691360 -0.161530 0.029419 0.023010
1 3.801 -1.339172 8.722473 -0.047897 0.018417 0.004700
1 3.849 -1.482742 8.660263 0.093796 0.052628 0.013229
1 3.889 -1.710052 8.686584 0.005829 0.025742 0.018112
1 3.669 -1.633484 8.662643 -0.122437 0.000092 0.020569
1 3.963 -2.135971 8.633942 -0.144424 0.004974 0.016907
1 3.875 -1.805771 8.720078 -0.119995 -0.026779 -0.017303
1 3.863 -1.722015 8.813400 -0.010056 -0.012115 -0.025864
1 3.959 -2.102478 8.787079 0.022934 0.002533 -0.014862
1 3.829 -2.052231 8.777512 -0.060135 -0.012115 -0.005096
1 3.640 -1.887115 8.777512 -0.038132 0.017197 0.013229
1 3.669 -2.104874 8.729645 0.009506 0.040405 0.026657
1 3.731 -2.174255 8.765533 -0.006378 0.015976 0.025452
1 3.628 -1.999588 8.712906 0.008270 0.003769 0.035217
1 3.528 -2.076157 8.698547 0.032715 0.017197 0.062103
1 3.506 -2.131195 8.791855 0.013153 0.022079 0.088974
1 3.564 -2.071365 8.846893 0.004608 0.018417 0.113403
1 3.585 -2.037872 8.782288 0.025375 0.008652 0.125626
1 3.724 -2.011551 8.808609 0.038818 0.000092 0.126846
1 3.727 -1.846451 8.866043 0.044922 0.004974 0.121948
1 3.849 -2.073761 8.827759 0.036377 0.024536 0.120728
1 3.923 -2.033081 8.765533 -0.001495 0.022079 0.110962
1 3.913 -1.669373 8.748795 0.022934 0.030624 0.096298
1 3.887 -1.698090 8.559753 0.062027 0.058731 0.090195
1 3.846 -1.836868 8.490372 -0.003937 0.046509 0.076752
1 3.724 -1.879944 8.468826 -0.071121 0.029419 0.066986
1 3.597 -1.623917 8.509506 -0.041809 0.025742 0.047424
1 3.686 -1.700485 8.593262 0.033920 0.025742 0.025452
1 3.853 -1.803375 8.755966 0.036377 -0.016998 -0.003860
1 4.023 -1.946945 8.775116 -0.003937 -0.065872 -0.024628
